,X,Y,Frame Number,Temperature
0,640,288,0,147.38954854072142
1,640,288,1,150.6478534149849
2,640,288,2,151.94093560396294
3,640,288,3,143.32416735614282
4,640,288,4,139.7654245571167
5,640,288,5,132.50098953915747
6,640,288,6,122.79284873312582
7,640,288,7,123.47990582454706
8,640,288,8,116.90470568117973
9,640,288,9,109.56344881513324
10,640,288,10,103.55731225296445
11,640,288,11,102.00551633102873
12,640,288,12,96.67892975235044
13,640,288,13,93.17644492206753
14,640,288,14,93.58805289520815
15,640,288,15,92.87770277630958
16,640,288,16,89.12161343234136
17,640,288,17,89.0371490490361
18,640,288,18,86.78805247225024
19,640,288,19,86.41544415298424
20,640,288,20,87.62020356710832
21,640,288,21,87.08687555663508
22,640,288,22,85.81666538581328
23,640,288,23,82.36080430015465
24,640,288,24,82.37548016790191
25,640,288,25,81.29761665527913
26,640,288,26,81.21417446733354
27,640,288,27,81.75652875882946
28,640,288,28,81.70709008068496
29,640,288,29,79.74843476789442
30,640,288,30,80.93351275109029
31,640,288,31,80.9658830542635
32,640,288,32,80.8562337052451
33,640,288,33,79.26095632850163
34,640,288,34,78.49264214723803
35,640,288,35,80.70672260111277
36,640,288,36,77.9342094114514
37,640,288,37,78.52197780020181
38,640,288,38,78.48572236358496
39,640,288,39,78.56377901803769
40,640,288,40,77.52830150550672
41,640,288,41,78.5437258207308
42,640,288,42,77.87143007352168
43,640,288,43,77.14881426198973
44,640,288,44,76.73709811653106
45,640,288,45,77.18415084270913
46,640,288,46,77.24317967824973
47,640,288,47,76.6527718701262
48,640,288,48,78.46219057307562
49,640,288,49,80.91240374592965
50,640,288,50,117.17202753214707
51,640,288,51,120.18839190027639
52,640,288,52,126.38130567990538
53,640,288,53,124.74495341927485
54,640,288,54,124.71974900364623
55,640,288,55,122.76617958278744
56,640,288,56,117.21747950300059
57,640,288,57,115.3812584725236
58,640,288,58,110.1334432896338
59,640,288,59,105.13843526264455
60,640,288,60,101.56383297315233
61,640,288,61,99.15557465021644
62,640,288,62,97.09898528872408
63,640,288,63,93.24124656797531
64,640,288,64,92.82921794106738
65,640,288,65,90.42670997897841
66,640,288,66,88.57329890241404
67,640,288,67,88.40318452081023
68,640,288,68,88.21825181782152
69,640,288,69,86.27486854834467
70,640,288,70,86.00369259545924
71,640,288,71,85.39959524370718
72,640,288,72,83.0039384899352
73,640,288,73,81.80492494627478
74,640,288,74,81.58622722812062
75,640,288,75,80.90697109545786
76,640,288,76,82.22322642598053
77,640,288,77,79.94290398258855
78,640,288,78,78.9479648539155
79,640,288,79,78.90805408915112
80,640,288,80,79.1347678369196
81,640,288,81,78.96776801050824
82,640,288,82,78.52873153522434
83,640,288,83,78.26844399663602
84,640,288,84,78.10084789363452
85,640,288,85,77.9084687421724
86,640,288,86,77.49716874292186
87,640,288,87,78.52271663144865
88,640,288,88,76.17149182698911
89,640,288,89,76.72371301733243
90,640,288,90,74.22367044814547
91,640,288,91,74.52505198093897
92,640,288,92,74.76536870631864
93,640,288,93,74.20608843994414
94,640,288,94,73.68394484768794
95,640,288,95,72.77379105249548
96,640,288,96,72.67887178160177
97,640,288,97,73.19018107481355
98,640,288,98,76.38193684381207
99,640,288,99,74.26163604179015
100,640,288,100,82.36847437570414
101,640,288,101,83.93407161075777
102,640,288,102,89.64366803758857
103,640,288,103,96.40746833959197
104,640,288,104,97.176548584919
105,640,288,105,98.35817484286996
106,640,288,106,97.46784163721169
107,640,288,107,96.11818785102697
108,640,288,108,94.27655102875492
109,640,288,109,92.654088864962
110,640,288,110,89.27502094437902
111,640,288,111,90.7367459909833
112,640,288,112,90.15012098699489
113,640,288,113,87.12072150737153
114,640,288,114,85.71818123144443
115,640,288,115,85.36738383728563
116,640,288,116,83.76376094128264
117,640,288,117,82.82466204863908
118,640,288,118,82.8765864421189
119,640,288,119,81.89249665572177
120,640,288,120,81.75971113430563
121,640,288,121,81.0488254668739
122,640,288,122,80.39193489045311
123,640,288,123,80.89731639906304
124,640,288,124,80.16799990289023
125,640,288,125,78.73962300612757
126,640,288,126,78.42586839875742
127,640,288,127,78.39391575978243
128,640,288,128,78.31599801882119
129,640,288,129,78.42327568470354
130,640,288,130,79.47334555080434
131,640,288,131,78.24431594857103
132,640,288,132,78.52452460621889
133,640,288,133,78.87670141316897
134,640,288,134,79.06000130544042
135,640,288,135,78.15527575753897
136,640,288,136,77.01377763537329
137,640,288,137,76.93088393717753
138,640,288,138,76.78464321705661
139,640,288,139,74.92251071746341
140,640,288,140,72.9882228014287
141,640,288,141,73.2949665837988
142,640,288,142,74.11137773830427
143,640,288,143,72.99818120959645
144,640,288,144,73.28460369795707
145,640,288,145,73.0830467947599
146,640,288,146,72.27392598894089
147,640,288,147,72.30422666420387
148,640,288,148,73.33047948663067
149,640,288,149,73.70748491172655
150,640,288,150,73.16774047699786
151,640,288,151,72.53383822107637
152,640,288,152,76.1997087312057
153,640,288,153,78.87757731958763
154,640,288,154,79.872511949488
155,640,288,155,81.77588146809859
156,640,288,156,82.07527399393956
157,640,288,157,82.72321590831075
158,640,288,158,82.85928210358463
159,640,288,159,83.41209085081799
160,640,288,160,82.51006406985316
161,640,288,161,82.13962143034163
162,640,288,162,80.21518742130243
163,640,288,163,80.0101755278555
164,640,288,164,78.70935012541723
165,640,288,165,78.62592333536833
166,640,288,166,78.18746300390195
167,640,288,167,78.51569586626928
168,640,288,168,78.4892402638001
169,640,288,169,78.60706767954122
170,640,288,170,77.55043461338869
171,640,288,171,76.88436679172585
172,640,288,172,77.6357168760365
173,640,288,173,77.26332408963019
174,640,288,174,77.247564583561
175,640,288,175,77.17798438981103
176,640,288,176,76.90310143448433
177,640,288,177,74.25922939212619
178,640,288,178,75.99377173825124
179,640,288,179,76.56918929390113
180,640,288,180,77.2589140267835
181,640,288,181,76.64106988084535
182,640,288,182,77.24239943588455
183,640,288,183,75.24134932984475
184,640,288,184,76.30139604487839
185,640,288,185,76.1010912244162
186,640,288,186,75.23259864077826
187,640,288,187,75.36569065450466
188,640,288,188,74.9282784398437
189,640,288,189,73.98545775920941
190,640,288,190,74.81306919006754
191,640,288,191,73.55875688965307
192,640,288,192,74.36546352291185
193,640,288,193,73.76920429933405
194,640,288,194,74.32849353771923
195,640,288,195,73.63608603779116
196,640,288,196,73.93061481768814
197,640,288,197,73.31285683605702
198,640,288,198,74.61837655016912
199,640,288,199,77.56422300690012
200,640,288,200,72.91333710984424
201,640,288,201,72.08690652608735
202,640,288,202,72.22759751432099
203,640,288,203,73.8937151176899
204,640,288,204,73.84214107507371
205,640,288,205,76.09089181836188
206,640,288,206,74.479329450206
207,640,288,207,74.412561661919
208,640,288,208,74.63732826623342
209,640,288,209,73.81650908885125
210,640,288,210,73.93510960230427
211,640,288,211,73.81255297679112
212,640,288,212,72.88812514336998
213,640,288,213,74.32101763375061
214,640,288,214,74.09638505656788
215,640,288,215,74.33856044972316
216,640,288,216,74.39303717897408
217,640,288,217,73.93833689659053
218,640,288,218,75.85793045636998
219,640,288,219,74.75727685520489
220,640,288,220,77.32668696750787
221,640,288,221,76.3444106335659
222,640,288,222,76.82805755978265
223,640,288,223,76.24479175110649
224,640,288,224,76.63684703904836
225,640,288,225,74.38901098011598
226,640,288,226,74.85701848784203
227,640,288,227,74.35447338618346
228,640,288,228,75.4957163333116
229,640,288,229,75.99040303231921
230,640,288,230,73.613383049481
231,640,288,231,77.68719011112418
232,640,288,232,75.01854705244537
233,640,288,233,75.17812644020377
234,640,288,234,74.37412072961806
235,640,288,235,74.85532358493224
236,640,288,236,75.143281973576
237,640,288,237,74.76901328809726
238,640,288,238,73.75440641403901
239,640,288,239,74.6403092160497
240,640,288,240,73.46789609805465
241,640,288,241,73.54571329511461
242,640,288,242,73.33230774213399
243,640,288,243,73.3605627410937
244,640,288,244,73.29817116297869
245,640,288,245,73.59047426841573
246,640,288,246,73.77642429316154
247,640,288,247,72.73733927465669
248,640,288,248,74.24879919273461
249,640,288,249,76.59298462833257
250,640,288,250,72.98496274114925
251,640,288,251,69.82480013607757
252,640,288,252,69.87604844716475
253,640,288,253,71.07943287126145
254,640,288,254,73.23085565872981
255,640,288,255,71.06929297185175
256,640,288,256,70.9438384131241
257,640,288,257,70.98601781035481
258,640,288,258,70.2306963619873
259,640,288,259,69.2707447344553
260,640,288,260,71.05390478428767
261,640,288,261,71.41366243217831
262,640,288,262,72.58867039215367
263,640,288,263,71.05990484604348
264,640,288,264,72.38986222146625
265,640,288,265,72.05225510980208
266,640,288,266,72.43132220795893
267,640,288,267,71.04258205600664
268,640,288,268,72.15866047353975
269,640,288,269,72.24715734231754
270,640,288,270,72.05615533354819
271,640,288,271,73.7255297679112
272,640,288,272,73.18088256027069
273,640,288,273,73.31747563797609
274,640,288,274,73.49301543485076
275,640,288,275,73.4036245959942
276,640,288,276,73.74035444755364
277,640,288,277,73.30093545824485
278,640,288,278,73.7636463766238
279,640,288,279,74.29799648763951
280,640,288,280,73.73688151371041
281,640,288,281,73.19588295173617
282,640,288,282,73.17458845538223
283,640,288,283,73.7425369056341
284,640,288,284,73.87012965792204
285,640,288,285,72.8883345751401
286,640,288,286,73.02834994551955
287,640,288,287,71.22517647058824
288,640,288,288,71.57709803921568
289,640,288,289,71.77419607843137
290,640,288,290,71.1
291,640,288,291,71.02807843137255
292,640,288,292,70.72941176470587
293,640,288,293,71.77419607843137
294,640,288,294,71.15325490196079
295,640,288,295,70.60423529411766
296,640,288,296,71.22517647058824
297,640,288,297,71.15325490196079
298,640,288,298,71.23780392156863
299,640,288,299,72.28258823529411
300,640,288,300,69.4875294117647
301,640,288,301,67.8750588235294
302,640,288,302,68.29890196078432
303,640,288,303,68.29890196078432
304,640,288,304,68.496
305,640,288,305,68.46305882352941
306,640,288,306,67.84211764705883
307,640,288,307,68.3521568627451
308,640,288,308,66.99443137254902
309,640,288,309,67.73121568627451
