,X,Y,Frame Number,Temperature
3,600,287,3,160.0
4,600,287,4,153.9455809653953
5,600,287,5,151.31604728102016
6,600,287,6,143.8829058551114
7,600,287,7,141.3100829011312
8,600,287,8,129.29568260995643
9,600,287,9,118.89195893753907
10,600,287,10,113.10233734695942
11,600,287,11,108.20166395808572
12,600,287,12,108.05087925254456
13,600,287,13,108.27202135404028
14,600,287,14,102.91091522349139
15,600,287,15,98.83563006108822
16,600,287,16,98.2041985042423
17,600,287,17,93.56067420761066
18,600,287,18,93.63414525573735
19,600,287,19,91.42954953926909
20,600,287,20,90.00310020090913
21,600,287,21,88.4022257231384
22,600,287,22,85.45674236802945
23,600,287,23,84.5081131352026
24,600,287,24,85.85445711444636
25,600,287,25,85.12956516489929
26,600,287,26,115.39083657039225
27,600,287,27,121.37069904269669
28,600,287,28,125.07435989785884
29,600,287,29,122.3074090708618
30,600,287,30,119.44130803765859
31,600,287,31,113.92525571698482
32,600,287,32,109.20967177295717
33,600,287,33,103.54032511545066
34,600,287,34,103.1860119533623
35,600,287,35,99.43578794714792
36,600,287,36,101.0740834958591
37,600,287,37,96.66545056548703
38,600,287,38,93.64150433881885
39,600,287,39,92.95170004075095
40,600,287,40,90.77625200629042
41,600,287,41,89.91261490572461
42,600,287,42,88.8317051798001
43,600,287,43,89.27695140031607
44,600,287,44,87.14096450464102
45,600,287,45,83.321133373547
46,600,287,46,82.46103310315254
47,600,287,47,81.97160966324444
48,600,287,48,84.06465333900468
49,600,287,49,88.91443622733259
50,600,287,50,89.20433638087691
51,600,287,51,93.22999258572
52,600,287,52,94.86587680986362
53,600,287,53,97.31011843197214
54,600,287,54,93.8772303080122
55,600,287,55,94.55193099344665
56,600,287,56,93.41206785484218
57,600,287,57,89.3723009990332
58,600,287,58,90.07433788405551
59,600,287,59,91.67933672544446
60,600,287,60,89.38748695129962
61,600,287,61,88.3717650661391
62,600,287,62,87.7748777560276
63,600,287,63,87.68564119094347
64,600,287,64,88.83759708276166
65,600,287,65,84.24156128326415
66,600,287,66,84.07347835070759
67,600,287,67,82.64233327370596
68,600,287,68,81.80111688374845
69,600,287,69,79.0524000225619
70,600,287,70,78.53679285410463
71,600,287,71,80.80200034041451
72,600,287,72,79.17652013346722
73,600,287,73,78.13441004061976
74,600,287,74,79.00378356238822
75,600,287,75,81.128485015345
76,600,287,76,81.7258593638568
77,600,287,77,82.69406225753644
78,600,287,78,82.89487947511054
79,600,287,79,82.10048238314198
80,600,287,80,80.87773915427981
81,600,287,81,82.49608431174948
82,600,287,82,81.679102513755
83,600,287,83,83.06213814869885
84,600,287,84,82.58899966211678
85,600,287,85,82.15990737490974
86,600,287,86,81.74632189393144
87,600,287,87,82.03161447117205
88,600,287,88,80.32559082248977
89,600,287,89,81.91466690435578
90,600,287,90,81.47573792985861
91,600,287,91,78.86745764351232
92,600,287,92,78.37345992991976
93,600,287,93,77.9197072922514
94,600,287,94,79.33712527579297
95,600,287,95,78.71892464829446
96,600,287,96,75.25159823838612
97,600,287,97,74.38901098011598
98,600,287,98,75.20467362744583
99,600,287,99,76.8871067292875
100,600,287,100,74.80822692841531
101,600,287,101,76.74529886848977
102,600,287,102,74.60811620488074
103,600,287,103,76.3032318967997
104,600,287,104,76.38377609684753
105,600,287,105,76.88596189419911
106,600,287,106,78.17657748488679
107,600,287,107,77.70523229589536
108,600,287,108,77.90289155053686
109,600,287,109,77.45559083149857
110,600,287,110,77.966391595467
111,600,287,111,78.62186506892294
112,600,287,112,77.30227291110572
113,600,287,113,77.54419110015569
114,600,287,114,76.43816975676137
115,600,287,115,75.81634051748466
116,600,287,116,76.61744572657932
117,600,287,117,77.86833374417583
118,600,287,118,78.22827165745073
119,600,287,119,73.83801350897971
120,600,287,120,72.03591269361328
121,600,287,121,73.09012736006244
122,600,287,122,72.59459611754431
123,600,287,123,73.51419830785335
124,600,287,124,73.06031358175525
125,600,287,125,72.35543166910433
126,600,287,126,71.20088450416739
127,600,287,127,72.95124251388408
128,600,287,128,73.87674342384773
129,600,287,129,73.56774110282967
130,600,287,130,72.85989680784715
131,600,287,131,73.80184946967307
132,600,287,132,74.46969911404229
133,600,287,133,74.34741154321635
134,600,287,134,74.62761994233696
135,600,287,135,72.72366656433292
136,600,287,136,73.37395906674112
137,600,287,137,74.51869417949163
138,600,287,138,72.83505572113515
139,600,287,139,72.69102936365948
140,600,287,140,75.48538011695906
141,600,287,141,76.30623884330639
142,600,287,142,71.48757734839307
143,600,287,143,68.93119253156371
144,600,287,144,70.61963543228589
145,600,287,145,68.88695363353193
146,600,287,146,69.33264205051765
147,600,287,147,69.76582072555718
148,600,287,148,69.15899048300652
149,600,287,149,69.96842693263602
150,600,287,150,70.03840410507104
151,600,287,151,70.49646078157909
152,600,287,152,72.16665586834688
153,600,287,153,72.20868031108628
154,600,287,154,72.19959809214826
155,600,287,155,71.13965688359563
156,600,287,156,71.02885715325132
157,600,287,157,72.66311320487449
158,600,287,158,72.28150732162415
159,600,287,159,72.56088199265005
160,600,287,160,72.57462137920893
161,600,287,161,72.41767191950954
162,600,287,162,70.31123106670964
163,600,287,163,73.25784776987982
164,600,287,164,74.29523709728122
165,600,287,165,71.1454373774302
166,600,287,166,70.71974673271544
167,600,287,167,70.27598772300958
168,600,287,168,68.73672860321705
169,600,287,169,69.2606912901314
170,600,287,170,68.99260572358278
171,600,287,171,67.68785563323036
172,600,287,172,70.13656276258149
173,600,287,173,68.5214952966302
174,600,287,174,68.62191779719338
175,600,287,175,69.45415700896906
176,600,287,176,69.37346085792939
177,600,287,177,69.46190591854909
178,600,287,178,69.43995462923579
179,600,287,179,69.40402616646789
180,600,287,180,69.54338805335709
181,600,287,181,69.04191447296603
182,600,287,182,69.49038644045893
183,600,287,183,70.55066331198536
184,600,287,184,69.05492638731597
185,600,287,185,69.08842959684466
186,600,287,186,71.18912797281993
187,600,287,187,73.09573078202726
188,600,287,188,69.14599854922449
189,600,287,189,68.56794771497489
190,600,287,190,68.77406158304214
191,600,287,191,69.65675576089113
192,600,287,192,68.48977540748426
193,600,287,193,68.84098192617321
194,600,287,194,68.64709672683377
195,600,287,195,67.88627355819784
196,600,287,196,68.2892318111455
197,600,287,197,68.93467876423867
198,600,287,198,69.7992855927879
199,600,287,199,69.93479616714862
200,600,287,200,68.82990823682752
201,600,287,201,69.34413281753707
202,600,287,202,69.40966892339512
203,600,287,203,69.14739052530018
204,600,287,204,68.21637533603376
205,600,287,205,69.17088860138085
206,600,287,206,69.30843103272504
207,600,287,207,69.42861764943784
208,600,287,208,69.24841636706046
209,600,287,209,68.80268942332557
210,600,287,210,70.7892315886312
211,600,287,211,69.15678003693876
212,600,287,212,68.41990832758691
213,600,287,213,67.35526980740076
214,600,287,214,68.37741747384106
215,600,287,215,68.38583539528659
216,600,287,216,68.30980325452175
217,600,287,217,68.16642641114785
218,600,287,218,66.67308026565235
219,600,287,219,67.37383933793191
220,600,287,220,67.56098250374515
221,600,287,221,68.11645417777743
222,600,287,222,68.0852752735726
223,600,287,223,68.05263370332997
224,600,287,224,68.10417265953869
225,600,287,225,68.14864979946714
226,600,287,226,67.52434881087203
227,600,287,227,68.26321903751887
228,600,287,228,68.77157566176173
229,600,287,229,68.35176843408895
230,600,287,230,68.41724946477724
231,600,287,231,68.41366162333185
232,600,287,232,68.69506314210602
233,600,287,233,70.40827626639742
234,600,287,234,69.10607809000737
235,600,287,235,67.94026080590795
236,600,287,236,67.8903697869998
237,600,287,237,68.14124079031437
238,600,287,238,68.29806703431075
239,600,287,239,68.51374654302913
240,600,287,240,68.46915010389284
241,600,287,241,67.75865140155133
242,600,287,242,65.97972620756578
243,600,287,243,66.41438589833137
244,600,287,244,68.10968329454619
245,600,287,245,68.58173504176833
246,600,287,246,68.71265388496468
247,600,287,247,68.73394915205765
248,600,287,248,67.46676115544747
249,600,287,249,67.89846740976517
250,600,287,250,68.71697312126457
251,600,287,251,68.71349548024676
252,600,287,252,69.8282087666281
253,600,287,253,67.92050595922782
254,600,287,254,67.44245452164628
255,600,287,255,68.44784726249326
256,600,287,256,70.58556862745098
257,600,287,257,67.37929411764706
258,600,287,258,66.73968627450981
259,600,287,259,68.15919228914882
260,600,287,260,68.07096581120538
261,600,287,261,67.86519930578206
262,600,287,262,66.61450980392156
263,600,287,263,66.8555294117647
264,600,287,264,65.09262745098039
265,600,287,265,65.28039215686275
266,600,287,266,65.28039215686275
267,600,287,267,67.55460194725018
268,600,287,268,68.49052081683058
269,600,287,269,68.20498285195998
